NHIAREGION,NHIADISTRICT,FACILITYNAME,FACILITYTYPE,OWNERSHIP,INSURANCE,DEPOSITDATE,APPLICATIONCATEGORY,STATUS,RECNUMBER,APPLICATIONDATE,END_DATE
WESTERN_NORTH,AOWIN-SUAMAN,ANTOKROM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/17/2021,Renewal,Approved Credential,WNAWS-0410-2021-013,3/17/2021,5/1/2023
UP_EAST,TALENSI NABDAM,PELUNGU CLINIC,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/17/2021,Renewal,Approved Credential,UETNO-0404-2021-056,3/17/2021,6/30/2023
EASTERN,ATIWA DHIS,AKUTUASI CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/17/2021,Renewal,Approved Credential,ERATW-0410-2021-089,3/17/2021,8/1/2023
UP_EAST,KASENA-NANKANA DMHIS,MIRIGU CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/17/2021,Renewal,Approved Credential,UEKSN-0410-2021-052,3/16/2021,4/1/2023
UP_EAST,KASENA-NANKANA DMHIS,NAKONG CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/17/2021,Renewal,Approved Credential,UEKSN-0410-2021-049,3/9/2021,5/31/2023
UP_WEST,NADOWLI MHIS,GOLI CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,UWNAD-0410-2020-012,5/22/2020,9/30/2023
UP_WEST,NADOWLI MHIS,TANGASIA  CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,UWNAD-0410-2021-025,3/1/2021,9/30/2023
BONO,BEREKUM,BOTOKROM RURAL CLINIC,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,BNBKM-0410-2021-016,2/23/2021,7/1/2023
BONO,BEREKUM,AMOMASO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,BNBKM-0410-2021-017,2/23/2021,7/1/2023
BONO_EAST,NKORANZA DIST.,ASEKYE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Additional service,Approved Credential,BENKZ-0310-2021-016,2/10/2021,11/30/2023
BONO,BEREKUM,BENKASA HEALTH CENTER,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,New Application,Approved Credential,BNBKM-0210-2020-061,12/8/2020,11/30/2026
UP_WEST,NADOWLI MHIS,NADOWLI HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,UWNAD-0410-2020-014,5/22/2020,9/30/2023
UP_WEST,NADOWLI MHIS,KPAZIE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,UWNAD-0410-2020-016,5/22/2020,9/30/2023
BONO,BEREKUM,KORASO HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,In Assessment,BNBKM-0410-2021-024,3/12/2021,5/31/2021
BONO_EAST,NKORANZA DIST.,DWENEWOHO CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,BENKZ-0410-2021-022,3/4/2021,6/1/2023
BONO_EAST,NKORANZA DIST.,FIEMA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,BENKZ-0410-2021-017,2/10/2021,4/1/2023
UP_EAST,BUILSA DMHIS,WIESI CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,UEBUI-0410-2021-055,3/17/2021,3/31/2023
BONO,BEREKUM,NKYENKYENMAN  CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Upgrade,Approved Credential,BNBKM-0510-2020-062,12/8/2020,11/30/2023
BONO,BEREKUM,FENTENTAA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,BNBKM-0410-2021-022,3/11/2021,9/1/2023
BONO_EAST,NKORANZA DIST.,SENYA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,BENKZ-0410-2021-019,2/23/2021,6/1/2023
BONO_EAST,NKORANZA DIST.,BOMINI CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,BENKZ-0410-2021-013,2/4/2021,6/1/2023
BONO_EAST,NKORANZA DIST.,PINIHIN CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,BENKZ-0410-2021-015,2/10/2021,4/1/2023
UP_WEST,NADOWLI MHIS,PIREE-KAANGU,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,UWNAD-0410-2021-056,3/9/2021,9/30/2023
UP_WEST,NADOWLI MHIS,CHARI-SOMBO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/18/2021,Renewal,Approved Credential,UWNAD-0410-2020-011,5/22/2020,3/31/2023
UP_WEST,NADOWLI MHIS,TAKPO HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/19/2021,Renewal,Approved Credential,UWNAD-0410-2020-013,5/22/2020,4/1/2023
UP_WEST,NADOWLI MHIS,NATOR CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/19/2021,Renewal,Approved Credential,UWNAD-0410-2020-004,5/20/2020,4/1/2023
UP_WEST,NADOWLI MHIS,LOHO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/19/2021,Renewal,Approved Credential,UWNAD-0410-2021-072,3/9/2021,5/31/2023
UP_WEST,NADOWLI MHIS,KULPIENI CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/19/2021,Renewal,Approved Credential,UWNAD-0410-2021-071,3/9/2021,6/1/2023
UP_WEST,NADOWLI MHIS,NYIMBALI CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/19/2021,Renewal,Approved Credential,UWNAD-0410-2021-084,3/11/2021,4/1/2023
UP_WEST,NADOWLI MHIS,GBANKO CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/19/2021,Renewal,Approved Credential,UWNAD-0410-2021-057,3/9/2021,2/28/2023
UP_WEST,NADOWLI MHIS,MEGUO-MANTAAR CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/19/2021,Renewal,Approved Credential,UWNAD-0410-2021-077,3/10/2021,6/1/2023
NORTHERN,TAMALE METRO,NORTHERN REGIONAL HOSPITAL(SECONDARY),Secondary care hospital,Public,National Health Insurance Scheme (NHIS) Only,3/22/2021,Upgrade,On Hold,NRTAM-0502-2021-034,3/15/2021,11/30/2021
NORTHERN,ZABZUGU/TATALE,KPALBUTABO HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/22/2021,Renewal,Approved Credential,NRZBT-0410-2021-020,3/2/2021,11/30/2023
NORTHERN,ZABZUGU/TATALE,SHEINI CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/22/2021,Renewal,Approved Credential,NRZBT-0410-2021-014,2/27/2021,5/31/2023
NORTHERN,ZABZUGU/TATALE,TATALE HEALTH CENTRE - SANGULI,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/22/2021,Renewal,Approved Credential,NRZBT-0410-2021-015,2/27/2021,5/31/2023
CENTRAL,AGONA,NYAMEDAM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/22/2021,Renewal,Approved Credential,CRAGN-0410-2020-218,12/18/2020,8/1/2023
WESTERN_NORTH,SEFWI WIAWSO DMHIS,ASAWINSO SDA HOSPITAL,Primary Care Hospital,Mission,National Health Insurance Scheme (NHIS) Only,3/22/2021,Renewal,Approved Credential,WNSWS-0403-2021-019,3/19/2021,6/1/2023
UP_EAST,KASENA-NANKANA DMHIS,GIA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/22/2021,Renewal,Payment Submitted - Pending Verification,UEKSN-0410-2020-064,10/6/2020,5/31/2019
NORTHERN,ZABZUGU/TATALE,NAHUYILI CHPS,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/22/2021,Renewal,Approved Credential,NRZBT-0404-2021-013,2/27/2021,5/31/2023
UP_EAST,KASENA-NANKANA DMHIS,ZUO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/22/2021,Renewal,Approved Credential,UEKSN-0410-2021-012,2/11/2021,3/31/2023
UP_WEST,NADOWLI MHIS,NARO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/23/2021,Renewal,Approved Credential,UWNAD-0410-2020-002,5/20/2020,4/1/2023
UP_WEST,NADOWLI MHIS,SAA-SAMPINA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/23/2021,Renewal,Approved Credential,UWNAD-0410-2020-010,5/21/2020,5/31/2022
BONO,JAMAN SOUTH HIS,ASARE HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/23/2021,Renewal,Approved Credential,BNJMS-0410-2021-021,3/8/2021,7/1/2023
GT.ACCRA,TEMA MMHIS,"ECCLESIA CLINIC LIMITED,TEMA,.",Clinic with a specialist,Private,National Health Insurance Scheme (NHIS) Only,3/23/2021,Renewal,Approved Credential,GATMM-0415-2021-044,3/16/2021,3/31/2024
BONO,JAMAN SOUTH HIS,ADAMSU HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/23/2021,Renewal,In Assessment,BNJMS-0404-2021-020,3/4/2021,6/30/2021
NORTHERN,SAVELUGU / NANTONG,NANTON KURUGU CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/23/2021,Renewal,Approved Credential,NRSVN-0410-2021-018,2/28/2021,6/30/2023
NORTHERN,SAVELUGU / NANTONG,FAZIHINI CHPS ZONE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/23/2021,Renewal,Approved Credential,NRSVN-0410-2021-021,3/2/2021,6/30/2023
EASTERN,SUHUM KRABOA COALTAR,BRONG DENSUSO CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,New Application,Approved Credential,ERSKC-0210-2020-165,7/16/2020,11/30/2026
EASTERN,SUHUM KRABOA COALTAR,KORANSANG CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,Renewal,Approved Credential,ERSKC-0410-2020-196,7/21/2020,4/1/2023
EASTERN,SUHUM KRABOA COALTAR,AMANHYIA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,New Application,Approved Credential,ERSKC-0210-2020-108,7/10/2020,11/30/2025
SAVANNAH,EAST GONJA,JIDANDOGO CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,Renewal,Approved Credential,SVEGJ-0410-2021-010,2/8/2021,5/1/2023
SAVANNAH,EAST GONJA,BAKAMBA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,Renewal,Approved Credential,SVEGJ-0410-2021-009,2/8/2021,4/1/2023
EASTERN,SUHUM KRABOA COALTAR,SUPRESO HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,Upgrade,Approved Credential,ERSKC-0510-2021-055,2/23/2021,8/31/2023
EASTERN,SUHUM KRABOA COALTAR,ROUND ABOUT CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,New Application,Approved Credential,ERSKC-0210-2020-122,7/13/2020,11/30/2026
EASTERN,SUHUM KRABOA COALTAR,AYEKOTSE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,New Application,Approved Credential,ERSKC-0210-2020-191,7/21/2020,11/30/2026
EASTERN,SUHUM KRABOA COALTAR,AKOTE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,Renewal,Approved Credential,ERSKC-0410-2020-194,7/21/2020,4/1/2023
EASTERN,SUHUM KRABOA COALTAR,KUKUA  CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,Renewal,Approved Credential,ERSKC-0410-2020-195,7/21/2020,11/30/2022
EASTERN,SUHUM KRABOA COALTAR,NTUNKUM CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,Renewal,Approved Credential,ERSKC-0410-2020-198,7/21/2020,6/1/2023
EASTERN,SUHUM KRABOA COALTAR,ASAREKROM CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,New Application,Approved Credential,ERSKC-0210-2020-124,7/13/2020,11/30/2026
GT.ACCRA,TEMA MMHIS,PROSPECT CLINIC LIMITED,Clinic,Private,Private Health Insurance Scheme (PHIS) Only,3/24/2021,New Application,Approved Credential,GATMM-0206-2021-042,3/16/2021,6/30/2026
UP_WEST,JIRAPA-LAMB MHIS,TIZZA HEALTH CENTER,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,Renewal,In Assessment,UWJPL-0404-2021-087,3/18/2021,2/28/2021
BONO,SUNYANI MUNICIPAL,ABESIM HEALTH CENTRE(WITH EYE CARE),Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,Upgrade,Approved Credential,BNSNY-0504-2021-028,3/18/2021,6/30/2021
CENTRAL,KEEA,ANKAFUL LEPROSY/GENERAL HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,Renewal,Approved Credential,CRKEA-0403-2021-042,3/22/2021,8/1/2023
UP_EAST,KASENA-NANKANA DMHIS,KANANIA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,Renewal,Approved Credential,UEKSN-0410-2021-054,3/17/2021,6/30/2023
BONO_EAST,KINTAMPO SOUTH,KOKUMA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/24/2021,Renewal,Approved Credential,BEKTS-0410-2021-020,3/2/2021,4/30/2023
GT.ACCRA,GA,JEBS EYE CARE COMPANY LIMITED,optometry centre,Private,Private Health Insurance Scheme (PHIS) Only,3/24/2021,New Application,Approved Credential,GAGAD-0221-2021-043,3/16/2021,11/30/2026
EASTERN,BIRIM NORTH DMHIS,"ST. JOHN POLYCLINIC, AKIM OFOASE",Health Center,Mission,National Health Insurance Scheme (NHIS) Only,3/24/2021,Renewal,Approved Credential,ERBRN-0404-2021-093,3/22/2021,11/30/2023
WESTERN,WASSA AMENFI EAST,DOMEABRA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,WRAHE-0410-2020-037,5/14/2020,12/1/2023
EASTERN,WEST AKIM,GENERAL FAMILY HOSPITAL,Clinic,Private,Both,3/25/2021,Renewal,Approved Credential,ERWAK-0406-2021-095,3/25/2021,6/30/2025
WESTERN,WASSA AMENFI EAST,DIKOTO JUNCTION CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,WRAHE-0410-2020-053,5/21/2020,4/1/2023
SAVANNAH,SAWLA TUNA KALBA,YIPALA CHPS (SAWLA TUNA KALBA),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,SVSTK-0410-2021-025,3/25/2021,5/31/2023
GT.ACCRA,ADENTA,FRAFRAHA HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,GAADO-0304-2021-087,3/25/2021,5/31/2023
SAVANNAH,SAWLA TUNA KALBA,KULMASA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,New Application,In Assessment,SVSTK-0210-2021-024,3/25/2021,
UP_EAST,KASENA-NANKANA DMHIS,CHIANA HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Payment Submitted - Pending Verification,UEKSN-0404-2021-062,3/24/2021,6/30/2021
WESTERN,WASSA AMENFI EAST,BREPROW CHPS (WASSA AMENFI EAST),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,WRAHE-0410-2021-055,3/19/2021,8/31/2023
WESTERN,WASSA AMENFI EAST,AFRANSIE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,WRAHE-0404-2021-056,3/19/2021,7/1/2023
WESTERN,WASSA AMENFI EAST,NYAMEBEKYERE CHPS COMPOUND (AMENFI EAST),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,WRAHE-0410-2021-057,3/19/2021,4/30/2023
VOLTA,ADAKLU-ANYIGBE,SARAKOPE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,VRADK-0410-2020-078,9/30/2020,4/1/2023
WESTERN,WASSA AMENFI EAST,ABOTAREYE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,WRAHE-0410-2021-053,3/19/2021,3/31/2023
SAVANNAH,SAWLA TUNA KALBA,JENTILPE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,On Hold,SVSTK-0404-2021-026,3/25/2021,5/31/2021
WESTERN,SEKONDI SUB-METRO,NTANKOFUL CHPS.,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,WRSKM-0410-2021-065,3/25/2021,6/1/2023
NORTHERN,SAGNARIGU MHIS,GBANYAMNI,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,New Application,Payment Submitted - Pending Verification,NRSAG-0210-2021-046,3/25/2021,
VOLTA,KETU NORTH,"ST ANTHONY HOSPITAL,DZODZE",Primary Care Hospital,Mission,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,VRKNO-0403-2021-001,1/27/2021,3/31/2023
WESTERN,WASSA AMENFI EAST,ASUOGYA KROBO CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,WRAHE-0410-2021-052,3/18/2021,4/30/2023
CENTRAL,AOB,EDUOSIA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Upgrade,Approved Credential,CRAOB-0510-2021-039,3/18/2021,8/31/2021
CENTRAL,ASSIN NORTH,"ASSIN FOSO SUB MUNICIPAL  HEALTH CENTRE,",Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,In Assessment,CRANS-0404-2021-026,3/1/2021,7/31/2021
ASHANTI,AFIGYA SEKYERE,SEVENTH-DAY ADVENTIST HOSPITAL (WIAMOASE),Primary Care Hospital,Mission,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,ARAFS-0403-2021-066,3/10/2021,8/31/2023
ASHANTI,ASANTE AKIM NORTH DMHIS,JUANSA HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,ARAAN-0404-2021-050,3/4/2021,6/1/2023
SAVANNAH,SAWLA TUNA KALBA,KUNFUSI CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,SVSTK-0410-2021-027,3/25/2021,8/31/2023
CENTRAL,ASSIN NORTH,AKOTI HEALTH CENTRE (ASSIN NORTH),Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,In Assessment,CRANS-0404-2021-004,1/21/2021,7/31/2021
ASHANTI,KWABRE,MAMPONTENG HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Upgrade,Approved Credential,ARKWB-0519-2021-077,3/23/2021,6/30/2023
SAVANNAH,BOLE DMHIS,BOLE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Upgrade,Approved Credential,SVBOL-0504-2021-023,3/23/2021,6/30/2023
GT.ACCRA,OSU-KLOTTEY,RIDGE REGIONAL HOSPITAL,Secondary care hospital,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Upgrade,Approved Credential,GAOSK-0501-2021-063,3/24/2021,5/31/2023
GT.ACCRA,ADENTA,NII ASHALE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,Renewal,Approved Credential,GAADO-0404-2021-066,3/24/2021,5/31/2023
WESTERN,NZEMA EAST,ASONTI CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,New Application,Approved Credential,WRNZE-0210-2021-061,3/25/2021,11/30/2026
WESTERN,WASSA AMENFI EAST,BEBIANIHA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/25/2021,New Application,Approved Credential,WRAHE-0210-2020-032,5/14/2020,11/30/2026
VOLTA,KETU,GLIDZI CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/26/2021,Renewal,Approved Credential,VRKTU-0410-2021-045,3/25/2021,11/1/2023
VOLTA,KETU,AGAVEDZI HEALTH CENTER,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/26/2021,Upgrade,Approved Credential,VRKTU-0504-2021-047,3/26/2021,1/31/2022
VOLTA,KETU,GLITAME CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/26/2021,Renewal,Approved Credential,VRKTU-0410-2021-044,3/25/2021,4/1/2023
EASTERN,OKWAHUMAN HIS SOUTH,AMANFROM CLINIC (SEMPOA),Health Center,Private,National Health Insurance Scheme (NHIS) Only,3/26/2021,Renewal,Approved Credential,EROKS-0404-2021-088,3/13/2021,6/1/2023
NORTHERN,SAVELUGU / NANTONG,NYOLUGU CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/26/2021,Renewal,Approved Credential,NRSVN-0410-2021-022,3/3/2021,5/31/2023
GT.ACCRA,ADENTA,AMRAHIA HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/26/2021,Renewal,Approved Credential,GAADO-0404-2021-080,3/25/2021,5/31/2023
SAVANNAH,SAWLA TUNA KALBA,KAWIE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/26/2021,Renewal,Approved Credential,SVSTK-0410-2021-029,3/26/2021,5/31/2023
VOLTA,KETU,AKAME CHPS ZONE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/26/2021,Renewal,Approved Credential,VRKTU-0410-2021-043,3/25/2021,5/1/2023
EASTERN,OKWAHUMAN WEST,KWAHU NSABAH CHPS,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/26/2021,Renewal,Approved Credential,EROKW-0404-2021-090,3/19/2021,7/1/2023
VOLTA,KETU,ATOKLOKOPE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/26/2021,Renewal,Approved Credential,VRKTU-0410-2021-041,3/25/2021,4/1/2023
NORTHERN,SAVELUGU / NANTONG,GUNTINGLI CHPS ZONE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/26/2021,Renewal,Approved Credential,NRSVN-0410-2021-019,2/28/2021,5/31/2023
SAVANNAH,SAWLA TUNA KALBA,SOMA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/26/2021,Renewal,Approved Credential,SVSTK-0410-2021-028,3/25/2021,8/31/2023
VOLTA,KETU,AKPORKPLOE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/26/2021,Upgrade,Approved Credential,VRKTU-0504-2021-042,3/25/2021,12/31/2023
UP_WEST,WA MUNICIPAL,TABIESI CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/29/2021,New Application,Approved Credential,UWWAM-0210-2021-044,3/3/2021,3/31/2026
WESTERN,ELEMBELLE,ASOMASE CHPS (ELEMBELLE),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/29/2021,Renewal,Approved Credential,WRELO-0410-2021-062,3/25/2021,6/30/2023
WESTERN,ELEMBELLE,ASANTA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/29/2021,Renewal,Approved Credential,WRELO-0410-2021-063,3/25/2021,8/1/2023
WESTERN,WASSA AMENFI EAST,GYEDUA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/29/2021,Renewal,Approved Credential,WRAHE-0410-2021-054,3/19/2021,6/1/2023
GT.ACCRA,DANGME WEST,AFIENYA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,3/29/2021,Upgrade,Approved Credential,GADGW-0510-2020-061,7/23/2020,3/31/2023
UP_WEST,WA MUNICIPAL,DOBILE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,3/29/2021,Renewal,In Assessment,UWWAM-0404-2021-085,3/12/2021,11/30/2021
